Flight Number,Date,Origin,Destination,Scheduled Departure Time,,Actual Departure Time,,Scheduled Arrival Time,,Actual Arrival Time,,Flight Duration,Delay (in minutes),Cancellation,Reason for Delay,Number of Passengers,Customer Satisfaction Score
SH0365,14-02-2023,SEA,LAX,01-01-2023 23:11,,01-01-2023 23:57,,02-01-2023 04:05,,02-01-2023 05:50,,294,105,No,Technical Issue,231,8
SH5217,28-10-2024,ATL,MIA,01-01-2023 03:18,,01-01-2023 03:52,,01-01-2023 06:24,,01-01-2023 07:57,,186,93,No,Air Traffic,269,3
SH7935,22-07-2023,DFW,DEN,01-01-2023 17:24,,01-01-2023 17:53,,01-01-2023 22:32,,01-01-2023 22:41,,308,9,No,Crew Unavailability,74,1
SH5155,01-04-2024,DFW,LAS,01-01-2023 01:26,,01-01-2023 02:44,,01-01-2023 06:17,,01-01-2023 07:53,,291,96,No,Air Traffic,122,4
SH1370,16-02-2025,LAX,DFW,01-01-2023 13:08,,01-01-2023 13:26,,01-01-2023 18:42,,01-01-2023 19:18,,334,36,No,Weather,195,2
SH9411,09-08-2025,LAS,ATL,01-01-2023 01:58,,01-01-2023 03:28,,01-01-2023 07:09,,01-01-2023 08:02,,311,53,No,Weather,289,2
SH9986,18-10-2023,LAS,SFO,01-01-2023 01:17,,01-01-2023 02:04,,01-01-2023 06:57,,01-01-2023 07:01,,340,4,No,Technical Issue,112,3
SH1381,06-03-2023,SEA,LAX,01-01-2023 20:18,,01-01-2023 21:44,,02-01-2023 00:41,,02-01-2023 00:58,,263,17,No,None,293,4
SH3734,08-05-2023,DEN,JFK,01-01-2023 04:51,,01-01-2023 05:00,,01-01-2023 09:43,,01-01-2023 10:28,,292,45,No,Technical Issue,110,9
SH9781,29-07-2023,ORD,SEA,01-01-2023 16:30,,01-01-2023 16:47,,01-01-2023 20:05,,01-01-2023 21:37,,215,92,No,None,203,1
SH2103,19-12-2023,DFW,ATL,01-01-2023 18:10,,01-01-2023 18:10,,01-01-2023 19:22,,01-01-2023 19:58,,72,36,No,Technical Issue,206,10
SH6598,11-09-2025,MIA,ATL,01-01-2023 11:50,,01-01-2023 12:12,,01-01-2023 15:12,,01-01-2023 15:24,,202,12,No,Technical Issue,284,4
SH3110,17-03-2024,DEN,DFW,01-01-2023 07:17,,01-01-2023 07:17,,01-01-2023 12:00,,01-01-2023 13:29,,283,89,No,Air Traffic,88,1
SH9429,08-08-2024,ORD,DEN,01-01-2023 17:35,,01-01-2023 17:35,,01-01-2023 19:15,,01-01-2023 20:11,,100,56,No,Crew Unavailability,163,10
SH0930,17-03-2024,LAS,DEN,01-01-2023 16:35,,01-01-2023 17:09,,01-01-2023 17:45,,01-01-2023 19:21,,70,96,No,Crew Unavailability,119,6
SH4145,30-05-2023,SFO,ATL,01-01-2023 18:57,,01-01-2023 20:57,,01-01-2023 21:37,,01-01-2023 22:39,,160,62,No,Weather,117,7
SH7679,20-01-2025,ORD,LAX,01-01-2023 16:45,,01-01-2023 18:01,,01-01-2023 21:37,,01-01-2023 22:52,,292,75,No,Weather,88,10
SH8994,17-04-2025,SFO,ATL,01-01-2023 08:50,,01-01-2023 10:36,,01-01-2023 14:36,,01-01-2023 15:32,,346,56,No,Technical Issue,201,10
SH6387,25-06-2025,SFO,SFO,01-01-2023 19:34,,01-01-2023 20:53,,01-01-2023 21:26,,01-01-2023 22:46,,112,80,Yes,Weather,161,8
SH7676,29-01-2024,DFW,DEN,01-01-2023 06:18,,01-01-2023 08:03,,01-01-2023 11:49,,01-01-2023 12:20,,331,31,No,Weather,251,10
SH5573,31-12-2023,SFO,ORD,01-01-2023 13:00,,01-01-2023 13:17,,01-01-2023 15:03,,01-01-2023 15:31,,123,28,No,None,58,5
SH2325,12-11-2024,DFW,LAX,01-01-2023 11:46,,01-01-2023 12:55,,01-01-2023 17:37,,01-01-2023 18:06,,351,29,No,Technical Issue,295,10
SH6137,22-09-2024,SFO,ORD,01-01-2023 15:34,,01-01-2023 15:48,,01-01-2023 19:08,,01-01-2023 20:19,,214,71,No,Technical Issue,77,8
SH0991,06-11-2023,ORD,JFK,01-01-2023 07:42,,01-01-2023 09:23,,01-01-2023 10:43,,01-01-2023 12:33,,181,110,No,Crew Unavailability,293,9
SH5082,10-10-2024,ATL,LAS,01-01-2023 14:35,,01-01-2023 15:31,,01-01-2023 20:26,,01-01-2023 21:49,,351,83,No,Technical Issue,193,7
SH6814,28-02-2024,ORD,LAS,01-01-2023 22:45,,01-01-2023 23:54,,02-01-2023 01:57,,02-01-2023 03:18,,192,81,No,Air Traffic,73,4
SH1366,04-03-2025,ATL,LAS,01-01-2023 16:35,,01-01-2023 16:47,,01-01-2023 21:16,,01-01-2023 22:10,,281,54,No,Weather,266,1
SH6803,19-02-2024,JFK,LAX,01-01-2023 00:39,,01-01-2023 02:39,,01-01-2023 05:22,,01-01-2023 06:22,,283,60,No,Technical Issue,150,6
SH9865,08-03-2025,DEN,ATL,01-01-2023 09:13,,01-01-2023 10:10,,01-01-2023 10:56,,01-01-2023 10:59,,103,3,No,Technical Issue,62,8
SH4835,18-04-2025,SFO,DFW,01-01-2023 14:19,,01-01-2023 16:12,,01-01-2023 16:05,,01-01-2023 17:03,,106,58,No,None,281,5
SH2836,21-02-2025,SEA,DFW,01-01-2023 06:43,,01-01-2023 07:20,,01-01-2023 11:06,,01-01-2023 12:57,,263,111,No,Air Traffic,211,2
SH1497,08-04-2025,MIA,MIA,01-01-2023 21:22,,01-01-2023 22:41,,01-01-2023 23:53,,02-01-2023 01:40,,151,107,No,Weather,164,9
SH8414,04-10-2024,DFW,ORD,01-01-2023 13:47,,01-01-2023 14:26,,01-01-2023 17:38,,01-01-2023 19:18,,231,100,No,Weather,50,10
SH9909,05-10-2023,ATL,SEA,01-01-2023 20:06,,01-01-2023 21:49,,01-01-2023 23:34,,01-01-2023 23:37,,208,3,No,None,269,5
SH7660,13-08-2025,LAS,LAS,01-01-2023 17:46,,01-01-2023 19:32,,01-01-2023 21:49,,01-01-2023 23:31,,243,102,No,Crew Unavailability,101,5
SH1480,03-11-2024,ATL,SEA,01-01-2023 03:45,,01-01-2023 04:20,,01-01-2023 07:14,,01-01-2023 08:30,,209,76,No,Air Traffic,251,4
SH8187,27-05-2023,SFO,ORD,01-01-2023 23:43,,02-01-2023 00:59,,02-01-2023 03:03,,02-01-2023 03:07,,200,4,Yes,None,226,6
SH6177,06-12-2023,DEN,LAS,01-01-2023 17:54,,01-01-2023 18:14,,01-01-2023 22:10,,01-01-2023 22:49,,256,39,No,None,81,7
SH6422,24-08-2024,JFK,ORD,01-01-2023 09:08,,01-01-2023 10:40,,01-01-2023 10:27,,01-01-2023 10:33,,79,6,No,Crew Unavailability,109,8
SH1661,02-06-2024,ORD,DFW,01-01-2023 10:18,,01-01-2023 11:38,,01-01-2023 14:43,,01-01-2023 16:40,,265,117,No,Crew Unavailability,200,9
SH4633,27-01-2025,SEA,LAX,01-01-2023 18:20,,01-01-2023 18:31,,01-01-2023 20:48,,01-01-2023 21:15,,148,27,No,Weather,58,5
SH6788,11-11-2024,LAX,SEA,01-01-2023 11:22,,01-01-2023 11:42,,01-01-2023 16:35,,01-01-2023 16:57,,313,22,No,Technical Issue,264,10
SH4292,03-11-2023,MIA,JFK,01-01-2023 08:04,,01-01-2023 08:59,,01-01-2023 11:55,,01-01-2023 13:19,,231,84,No,None,273,3
SH9432,22-06-2024,SEA,SFO,01-01-2023 08:24,,01-01-2023 08:42,,01-01-2023 11:57,,01-01-2023 13:14,,213,77,No,Weather,67,8
SH5547,16-10-2023,MIA,DEN,01-01-2023 20:44,,01-01-2023 21:42,,02-01-2023 01:38,,02-01-2023 03:37,,294,119,No,Technical Issue,150,5
SH6443,08-03-2024,SEA,MIA,01-01-2023 08:02,,01-01-2023 08:59,,01-01-2023 12:01,,01-01-2023 13:39,,239,98,No,Crew Unavailability,98,10
SH5007,12-07-2025,SFO,DFW,01-01-2023 02:05,,01-01-2023 03:20,,01-01-2023 03:06,,01-01-2023 03:27,,61,21,No,Weather,126,6
SH6309,09-07-2024,ATL,ORD,01-01-2023 14:55,,01-01-2023 16:51,,01-01-2023 18:15,,01-01-2023 19:01,,200,46,No,Crew Unavailability,260,3
SH3467,26-06-2023,LAS,DEN,01-01-2023 04:07,,01-01-2023 04:32,,01-01-2023 08:08,,01-01-2023 09:32,,241,84,No,Technical Issue,232,10
SH0326,21-11-2024,SFO,MIA,01-01-2023 14:04,,01-01-2023 15:56,,01-01-2023 17:57,,01-01-2023 19:30,,233,93,No,Air Traffic,169,8
SH6666,13-06-2024,DFW,ATL,01-01-2023 11:37,,01-01-2023 11:47,,01-01-2023 13:52,,01-01-2023 14:31,,135,39,No,None,101,10
SH1466,16-12-2024,LAS,LAS,01-01-2023 10:38,,01-01-2023 10:42,,01-01-2023 14:58,,01-01-2023 16:52,,260,114,No,Technical Issue,297,9
SH6935,18-01-2023,DEN,MIA,01-01-2023 13:28,,01-01-2023 15:14,,01-01-2023 16:45,,01-01-2023 17:16,,197,31,Yes,Technical Issue,61,6
SH1222,25-10-2023,SFO,LAS,01-01-2023 13:08,,01-01-2023 13:43,,01-01-2023 17:12,,01-01-2023 17:44,,244,32,No,Technical Issue,121,2
SH8493,14-03-2025,MIA,DFW,01-01-2023 07:32,,01-01-2023 08:37,,01-01-2023 11:14,,01-01-2023 13:00,,222,106,No,None,177,2
SH5939,22-12-2024,SFO,JFK,01-01-2023 10:26,,01-01-2023 12:09,,01-01-2023 15:12,,01-01-2023 16:16,,286,64,No,Crew Unavailability,132,6
SH8017,17-04-2024,ORD,LAS,01-01-2023 23:00,,02-01-2023 00:11,,02-01-2023 01:33,,02-01-2023 02:09,,153,36,Yes,Air Traffic,132,9
SH8678,27-05-2025,DFW,SEA,01-01-2023 13:16,,01-01-2023 14:25,,01-01-2023 14:24,,01-01-2023 15:43,,68,79,No,Weather,130,10
SH8704,17-04-2023,LAX,MIA,01-01-2023 21:19,,01-01-2023 21:31,,02-01-2023 02:25,,02-01-2023 02:33,,306,8,No,Crew Unavailability,181,10
SH7105,12-08-2024,ATL,JFK,01-01-2023 09:32,,01-01-2023 09:48,,01-01-2023 14:46,,01-01-2023 15:42,,314,56,No,Weather,114,5
SH0211,21-11-2024,JFK,JFK,01-01-2023 05:06,,01-01-2023 05:57,,01-01-2023 09:47,,01-01-2023 10:39,,281,52,No,Weather,131,6
SH3764,26-04-2023,ATL,SEA,01-01-2023 22:03,,01-01-2023 23:36,,02-01-2023 01:40,,02-01-2023 02:54,,217,74,No,Air Traffic,66,9
SH2303,04-06-2024,SFO,SFO,01-01-2023 00:41,,01-01-2023 00:42,,01-01-2023 05:01,,01-01-2023 05:53,,260,52,No,Air Traffic,251,5
SH9614,14-12-2023,DEN,LAS,01-01-2023 13:36,,01-01-2023 14:46,,01-01-2023 18:44,,01-01-2023 19:57,,308,73,No,Technical Issue,238,2
SH6194,06-09-2024,LAS,MIA,01-01-2023 13:01,,01-01-2023 13:20,,01-01-2023 15:21,,01-01-2023 16:14,,140,53,No,Technical Issue,209,6
SH3248,11-09-2024,DFW,SFO,01-01-2023 11:30,,01-01-2023 13:07,,01-01-2023 17:06,,01-01-2023 18:09,,336,63,No,Air Traffic,295,9
SH7085,21-12-2023,LAX,JFK,01-01-2023 09:07,,01-01-2023 09:31,,01-01-2023 13:14,,01-01-2023 13:37,,247,23,No,Air Traffic,251,10
SH0939,09-02-2024,DFW,SFO,01-01-2023 13:27,,01-01-2023 13:34,,01-01-2023 17:09,,01-01-2023 18:25,,222,76,No,Air Traffic,127,1
SH9891,07-11-2023,DFW,MIA,01-01-2023 18:22,,01-01-2023 19:53,,02-01-2023 00:13,,02-01-2023 01:53,,351,100,No,Crew Unavailability,264,5
SH8533,20-05-2025,SFO,ATL,01-01-2023 09:36,,01-01-2023 11:31,,01-01-2023 11:51,,01-01-2023 12:32,,135,41,No,Crew Unavailability,261,5
SH8386,01-07-2023,ATL,SFO,01-01-2023 05:44,,01-01-2023 05:49,,01-01-2023 08:26,,01-01-2023 10:15,,162,109,No,Technical Issue,156,6
SH9087,09-06-2024,LAS,ATL,01-01-2023 10:24,,01-01-2023 11:58,,01-01-2023 14:41,,01-01-2023 16:19,,257,98,No,Technical Issue,62,9
SH9283,23-06-2024,SFO,DEN,01-01-2023 02:12,,01-01-2023 02:19,,01-01-2023 05:36,,01-01-2023 05:46,,204,10,No,Crew Unavailability,223,4
SH8089,23-04-2025,SFO,SFO,01-01-2023 20:46,,01-01-2023 21:16,,01-01-2023 21:56,,01-01-2023 23:46,,70,110,Yes,Crew Unavailability,131,10
SH4676,26-01-2023,DEN,LAX,01-01-2023 21:25,,01-01-2023 21:52,,02-01-2023 01:16,,02-01-2023 03:02,,231,106,No,Air Traffic,56,3
SH6078,22-03-2023,JFK,DFW,01-01-2023 18:38,,01-01-2023 20:26,,01-01-2023 20:29,,01-01-2023 21:02,,111,33,No,Crew Unavailability,103,5
SH5147,17-01-2023,MIA,ORD,01-01-2023 20:22,,01-01-2023 22:21,,01-01-2023 23:31,,02-01-2023 00:37,,189,66,No,None,233,10
SH5649,14-06-2024,ATL,JFK,01-01-2023 17:53,,01-01-2023 18:06,,01-01-2023 20:31,,01-01-2023 21:42,,158,71,No,Technical Issue,52,5
SH7131,30-01-2024,MIA,SEA,01-01-2023 20:27,,01-01-2023 21:58,,01-01-2023 21:48,,01-01-2023 22:56,,81,68,No,Crew Unavailability,87,1
SH0143,21-07-2024,DFW,DEN,01-01-2023 21:39,,01-01-2023 23:37,,02-01-2023 02:47,,02-01-2023 04:22,,308,95,No,Technical Issue,123,9
SH2836,14-03-2024,DEN,DEN,01-01-2023 03:11,,01-01-2023 03:31,,01-01-2023 05:55,,01-01-2023 06:09,,164,14,No,Weather,86,6
SH1496,09-10-2024,LAX,LAS,01-01-2023 15:04,,01-01-2023 16:43,,01-01-2023 17:39,,01-01-2023 19:13,,155,94,No,Air Traffic,274,9
SH8184,15-11-2024,DEN,LAX,01-01-2023 12:11,,01-01-2023 13:52,,01-01-2023 13:20,,01-01-2023 14:04,,69,44,No,None,245,10
SH2069,05-09-2023,DEN,DFW,01-01-2023 03:39,,01-01-2023 05:38,,01-01-2023 08:59,,01-01-2023 09:52,,320,53,Yes,None,139,5
SH7125,01-03-2024,MIA,MIA,01-01-2023 15:05,,01-01-2023 16:57,,01-01-2023 20:45,,01-01-2023 20:58,,340,13,No,Weather,269,8
SH8970,22-07-2025,SEA,DFW,01-01-2023 15:36,,01-01-2023 15:36,,01-01-2023 21:12,,01-01-2023 21:34,,336,22,No,Crew Unavailability,130,8
SH1145,19-07-2023,ATL,DEN,01-01-2023 19:35,,01-01-2023 19:59,,01-01-2023 20:46,,01-01-2023 20:59,,71,13,Yes,Air Traffic,224,7
SH8160,26-10-2023,DFW,ORD,01-01-2023 04:22,,01-01-2023 05:53,,01-01-2023 05:35,,01-01-2023 07:08,,73,93,No,Weather,254,3
SH2515,30-05-2024,DFW,LAX,01-01-2023 12:18,,01-01-2023 12:21,,01-01-2023 15:38,,01-01-2023 15:45,,200,7,No,None,143,10
SH1600,02-05-2023,SFO,SFO,01-01-2023 05:51,,01-01-2023 06:56,,01-01-2023 10:14,,01-01-2023 11:04,,263,50,No,Air Traffic,88,6
SH1181,04-02-2025,DFW,SEA,01-01-2023 19:53,,01-01-2023 20:15,,02-01-2023 00:01,,02-01-2023 01:10,,248,69,No,Technical Issue,264,8
SH5199,18-03-2023,ORD,DFW,01-01-2023 13:49,,01-01-2023 14:26,,01-01-2023 17:04,,01-01-2023 17:26,,195,22,No,Crew Unavailability,261,3
SH0345,13-05-2024,ATL,DFW,01-01-2023 13:43,,01-01-2023 13:50,,01-01-2023 16:02,,01-01-2023 17:09,,139,67,No,Weather,239,10
SH5192,27-08-2023,LAX,ORD,01-01-2023 07:21,,01-01-2023 08:28,,01-01-2023 08:35,,01-01-2023 09:21,,74,46,No,Technical Issue,63,1
SH9316,07-09-2025,MIA,JFK,01-01-2023 14:17,,01-01-2023 14:17,,01-01-2023 15:32,,01-01-2023 15:45,,75,13,No,Technical Issue,289,7
SH4604,15-04-2023,SFO,SFO,01-01-2023 01:31,,01-01-2023 02:56,,01-01-2023 05:45,,01-01-2023 06:57,,254,72,No,Technical Issue,271,7
SH0449,04-02-2025,LAS,SEA,01-01-2023 21:56,,01-01-2023 22:00,,02-01-2023 02:41,,02-01-2023 03:44,,285,63,No,Crew Unavailability,102,5
SH6724,18-07-2024,MIA,ORD,01-01-2023 02:14,,01-01-2023 02:20,,01-01-2023 07:09,,01-01-2023 08:22,,295,73,No,Technical Issue,252,2
SH6411,20-07-2025,DEN,SFO,01-01-2023 23:47,,02-01-2023 00:16,,02-01-2023 03:31,,02-01-2023 04:53,,224,82,No,Crew Unavailability,159,2
SH9572,02-05-2023,SEA,ORD,01-01-2023 13:16,,01-01-2023 14:34,,01-01-2023 16:40,,01-01-2023 17:28,,204,48,No,Air Traffic,168,3
SH1244,08-04-2023,MIA,ORD,01-01-2023 21:22,,01-01-2023 22:22,,02-01-2023 02:28,,02-01-2023 03:18,,306,50,No,Weather,288,9
SH0126,19-08-2025,JFK,JFK,01-01-2023 12:07,,01-01-2023 13:15,,01-01-2023 13:07,,01-01-2023 14:17,,60,70,No,Weather,81,8
SH3889,01-06-2023,LAX,ORD,01-01-2023 03:14,,01-01-2023 04:25,,01-01-2023 04:56,,01-01-2023 06:33,,102,97,No,Weather,72,10
SH5501,30-08-2025,ORD,LAS,01-01-2023 05:49,,01-01-2023 06:01,,01-01-2023 11:38,,01-01-2023 12:30,,349,52,No,Crew Unavailability,146,2
SH3629,26-07-2025,LAX,LAX,01-01-2023 23:19,,01-01-2023 23:51,,02-01-2023 03:26,,02-01-2023 04:23,,247,57,Yes,Technical Issue,141,4
SH4388,14-04-2025,SEA,ORD,01-01-2023 20:56,,01-01-2023 22:08,,01-01-2023 23:07,,01-01-2023 23:52,,131,45,No,Weather,285,4
SH7517,22-03-2025,SEA,JFK,01-01-2023 09:00,,01-01-2023 09:30,,01-01-2023 13:25,,01-01-2023 14:24,,265,59,No,Technical Issue,50,9
SH3855,03-05-2025,SFO,ORD,01-01-2023 23:56,,02-01-2023 01:49,,02-01-2023 04:48,,02-01-2023 06:31,,292,103,No,Crew Unavailability,142,2
SH5792,13-04-2025,LAS,LAS,01-01-2023 18:01,,01-01-2023 18:57,,01-01-2023 23:22,,02-01-2023 00:05,,321,43,No,Crew Unavailability,281,3
SH1931,23-07-2025,SEA,DEN,01-01-2023 13:36,,01-01-2023 14:11,,01-01-2023 18:56,,01-01-2023 20:17,,320,81,No,None,51,10
SH6852,13-09-2023,DEN,JFK,01-01-2023 15:19,,01-01-2023 16:39,,01-01-2023 18:52,,01-01-2023 19:21,,213,29,No,Weather,82,5
SH8326,09-01-2024,DEN,DFW,01-01-2023 18:50,,01-01-2023 20:04,,01-01-2023 20:18,,01-01-2023 20:49,,88,31,No,Weather,134,2
SH2593,21-02-2024,LAS,DEN,01-01-2023 22:24,,02-01-2023 00:14,,02-01-2023 00:26,,02-01-2023 00:48,,122,22,No,Technical Issue,180,10
SH1982,03-12-2023,SFO,SEA,01-01-2023 09:56,,01-01-2023 11:10,,01-01-2023 15:19,,01-01-2023 16:44,,323,85,No,Crew Unavailability,164,2
SH6224,27-04-2024,SEA,DFW,01-01-2023 04:02,,01-01-2023 05:46,,01-01-2023 07:50,,01-01-2023 09:01,,228,71,No,Technical Issue,264,7
SH6008,24-08-2025,LAS,ATL,01-01-2023 03:38,,01-01-2023 05:23,,01-01-2023 06:45,,01-01-2023 07:50,,187,65,No,Air Traffic,160,10
SH7859,31-08-2023,LAS,SFO,01-01-2023 16:55,,01-01-2023 17:04,,01-01-2023 21:00,,01-01-2023 22:57,,245,117,No,Weather,206,6
SH1784,10-12-2024,SEA,ATL,01-01-2023 21:47,,01-01-2023 22:50,,02-01-2023 01:30,,02-01-2023 02:39,,223,69,No,Technical Issue,284,1
SH9881,20-02-2024,LAX,ATL,01-01-2023 09:58,,01-01-2023 11:20,,01-01-2023 14:01,,01-01-2023 15:40,,243,99,No,Crew Unavailability,138,9
SH7224,10-04-2024,DFW,LAS,01-01-2023 10:18,,01-01-2023 10:58,,01-01-2023 11:33,,01-01-2023 12:05,,75,32,No,Crew Unavailability,125,8
SH7488,13-07-2024,ORD,SFO,01-01-2023 05:16,,01-01-2023 05:49,,01-01-2023 11:09,,01-01-2023 12:41,,353,92,No,Technical Issue,129,4
SH0486,11-04-2024,LAX,MIA,01-01-2023 14:29,,01-01-2023 14:36,,01-01-2023 20:27,,01-01-2023 21:32,,358,65,No,Crew Unavailability,294,8
SH1322,01-09-2023,DFW,LAX,01-01-2023 09:26,,01-01-2023 10:08,,01-01-2023 13:35,,01-01-2023 14:44,,249,69,No,Weather,216,9
SH7028,31-03-2024,DFW,ATL,01-01-2023 22:55,,01-01-2023 23:25,,02-01-2023 04:53,,02-01-2023 06:17,,358,84,No,Crew Unavailability,211,2
SH0620,03-10-2024,DFW,ATL,01-01-2023 01:20,,01-01-2023 02:22,,01-01-2023 06:19,,01-01-2023 06:24,,299,5,No,Technical Issue,225,5
SH7901,05-09-2025,ATL,ATL,01-01-2023 14:11,,01-01-2023 15:42,,01-01-2023 15:49,,01-01-2023 16:15,,98,26,Yes,Weather,67,5
SH5608,31-07-2023,MIA,ATL,01-01-2023 21:58,,01-01-2023 22:33,,02-01-2023 00:20,,02-01-2023 01:15,,142,55,No,Technical Issue,207,8
SH3811,09-01-2025,SFO,ORD,01-01-2023 06:58,,01-01-2023 07:16,,01-01-2023 12:33,,01-01-2023 14:02,,335,89,No,Technical Issue,54,3
SH0682,19-12-2024,JFK,LAS,01-01-2023 13:55,,01-01-2023 14:53,,01-01-2023 16:39,,01-01-2023 17:17,,164,38,No,Crew Unavailability,165,7
SH0518,07-10-2024,JFK,MIA,01-01-2023 07:09,,01-01-2023 07:26,,01-01-2023 11:53,,01-01-2023 12:14,,284,21,No,Technical Issue,62,1
SH9944,16-07-2025,JFK,ATL,01-01-2023 17:24,,01-01-2023 17:47,,01-01-2023 22:09,,01-01-2023 23:15,,285,66,No,Air Traffic,260,7
SH1030,18-03-2025,LAS,MIA,01-01-2023 21:33,,01-01-2023 23:24,,02-01-2023 00:58,,02-01-2023 01:05,,205,7,No,None,66,9
SH2404,13-11-2024,LAS,LAX,01-01-2023 17:54,,01-01-2023 18:51,,01-01-2023 23:00,,01-01-2023 23:52,,306,52,No,Technical Issue,120,5
SH7914,09-02-2024,ATL,SFO,01-01-2023 22:01,,01-01-2023 23:00,,02-01-2023 03:26,,02-01-2023 04:40,,325,74,No,Air Traffic,245,1
SH0617,05-04-2024,LAS,LAS,01-01-2023 20:00,,01-01-2023 20:42,,02-01-2023 00:39,,02-01-2023 01:47,,279,68,No,Crew Unavailability,138,5
SH4320,03-11-2024,SFO,LAX,01-01-2023 11:11,,01-01-2023 12:29,,01-01-2023 12:56,,01-01-2023 14:06,,105,70,No,None,154,2
SH9142,25-06-2023,SEA,JFK,01-01-2023 05:27,,01-01-2023 06:04,,01-01-2023 08:36,,01-01-2023 10:00,,189,84,No,Air Traffic,136,9
SH9311,22-08-2023,LAX,JFK,01-01-2023 21:48,,01-01-2023 22:50,,01-01-2023 23:03,,02-01-2023 00:23,,75,80,No,None,205,10
SH1761,19-04-2023,MIA,JFK,01-01-2023 09:21,,01-01-2023 10:04,,01-01-2023 13:58,,01-01-2023 15:54,,277,116,No,Weather,179,6
SH6434,30-06-2023,LAS,LAX,01-01-2023 18:57,,01-01-2023 19:19,,02-01-2023 00:11,,02-01-2023 00:34,,314,23,No,None,285,7
SH5402,30-11-2023,LAS,LAX,01-01-2023 11:36,,01-01-2023 12:12,,01-01-2023 16:34,,01-01-2023 16:41,,298,7,No,Weather,207,1
SH5205,27-12-2023,SFO,ORD,01-01-2023 08:08,,01-01-2023 08:32,,01-01-2023 12:01,,01-01-2023 12:47,,233,46,No,None,232,3
SH1014,14-10-2024,SFO,LAS,01-01-2023 07:43,,01-01-2023 09:01,,01-01-2023 10:27,,01-01-2023 10:29,,164,2,No,Crew Unavailability,98,5
SH9258,04-02-2024,ORD,LAS,01-01-2023 13:52,,01-01-2023 15:19,,01-01-2023 19:08,,01-01-2023 19:54,,316,46,No,Air Traffic,70,8
SH1491,17-03-2025,SFO,DEN,01-01-2023 11:05,,01-01-2023 13:04,,01-01-2023 17:00,,01-01-2023 18:21,,355,81,No,None,109,6
SH9096,05-08-2023,JFK,SFO,01-01-2023 08:58,,01-01-2023 09:04,,01-01-2023 11:24,,01-01-2023 11:56,,146,32,No,Air Traffic,162,1
SH5340,10-03-2023,MIA,LAS,01-01-2023 00:17,,01-01-2023 01:32,,01-01-2023 05:23,,01-01-2023 06:37,,306,74,No,Technical Issue,205,3
SH2181,27-05-2023,ATL,LAX,01-01-2023 02:03,,01-01-2023 02:50,,01-01-2023 03:56,,01-01-2023 04:30,,113,34,No,Weather,265,5
SH3453,28-05-2024,SFO,DFW,01-01-2023 06:42,,01-01-2023 07:38,,01-01-2023 08:36,,01-01-2023 09:21,,114,45,No,Technical Issue,167,1
SH8576,18-07-2024,DFW,SFO,01-01-2023 13:24,,01-01-2023 15:18,,01-01-2023 14:34,,01-01-2023 15:13,,70,39,No,Weather,262,9
SH1632,25-02-2024,MIA,SEA,01-01-2023 05:44,,01-01-2023 06:45,,01-01-2023 07:08,,01-01-2023 07:12,,84,4,No,Crew Unavailability,247,3
SH7240,11-08-2025,ORD,LAS,01-01-2023 08:58,,01-01-2023 09:33,,01-01-2023 12:17,,01-01-2023 14:00,,199,103,No,Air Traffic,181,4
SH6358,05-08-2023,JFK,DFW,01-01-2023 19:48,,01-01-2023 21:08,,02-01-2023 00:57,,02-01-2023 01:57,,309,60,No,None,221,8
SH7746,22-07-2024,DFW,SEA,01-01-2023 06:39,,01-01-2023 07:25,,01-01-2023 09:36,,01-01-2023 09:49,,177,13,No,Weather,257,7
SH1530,02-09-2024,DFW,LAX,01-01-2023 02:39,,01-01-2023 03:49,,01-01-2023 05:56,,01-01-2023 06:41,,197,45,No,None,159,5
SH6460,27-11-2023,JFK,SEA,01-01-2023 12:22,,01-01-2023 14:14,,01-01-2023 16:38,,01-01-2023 16:56,,256,18,No,None,157,5
SH4591,28-08-2025,DEN,SFO,01-01-2023 12:38,,01-01-2023 13:23,,01-01-2023 15:22,,01-01-2023 16:25,,164,63,No,Crew Unavailability,243,6
SH6545,02-07-2024,LAX,DFW,01-01-2023 18:18,,01-01-2023 19:09,,01-01-2023 21:32,,01-01-2023 22:40,,194,68,No,Air Traffic,161,1
SH7452,31-12-2024,JFK,ORD,01-01-2023 14:11,,01-01-2023 15:50,,01-01-2023 17:33,,01-01-2023 18:23,,202,50,No,None,230,3
SH8659,03-02-2024,JFK,SFO,01-01-2023 20:00,,01-01-2023 21:00,,02-01-2023 00:51,,02-01-2023 02:26,,291,95,No,Air Traffic,158,7
SH5101,13-09-2024,DFW,ATL,01-01-2023 02:02,,01-01-2023 03:34,,01-01-2023 04:15,,01-01-2023 05:36,,133,81,No,None,76,1
SH7834,08-01-2025,LAS,LAS,01-01-2023 09:13,,01-01-2023 10:31,,01-01-2023 14:46,,01-01-2023 15:20,,333,34,No,Crew Unavailability,100,4
SH0816,14-04-2024,ORD,ORD,01-01-2023 23:14,,02-01-2023 00:33,,02-01-2023 04:28,,02-01-2023 04:29,,314,1,No,None,192,1
SH4783,13-05-2023,LAS,SFO,01-01-2023 23:13,,02-01-2023 00:36,,02-01-2023 02:48,,02-01-2023 03:53,,215,65,No,Technical Issue,278,3
SH9715,23-02-2023,LAX,LAS,01-01-2023 06:18,,01-01-2023 07:18,,01-01-2023 08:46,,01-01-2023 08:58,,148,12,No,Air Traffic,64,9
